High,Low,Close,Volume,Ad,Co
337.589996,334.920013,335.290009,2619200,56536940.33,3343077.59
335.350006,332.220001,333.600006,2873400,56197278.37,2649429.29
336.619995,332.200012,336.390015,2953000,58842978.12,2966620.43
340.380005,334.089996,335.899994,5164600,56650684.09,2129139.57
341.679993,335.540009,339.820007,4095200,58264765.36,2106546.94
341.299988,337.660004,338.309998,8486200,52809336.42,169981.93
339.279999,336.619995,338.670013,3751700,54840373.99,8537.11
341.350006,336.369995,338.609985,4507000,54387836.89,-202273.67
338.850006,335.660004,336.959991,3303300,53776853.11,-464529.86
337.470001,334.190002,335.25,4451700,52202466.85,-1030527.58
335.829987,331.839996,334.119995,3220900,52662602.11,-1021981.10
336.730011,334.369995,335.339996,2625600,52195321.90,-1074257.51
336.399994,332.609985,334.149994,3175100,51600523.20,-1187237.67
337.01001,334.140015,336.910004,2498900,53925273.08,-385832.99
342.5,338.399994,341,4520600,55138121.82,362996.53
342.079987,338.410004,342,2047400,57096275.97,1259385.24
341.890015,338.700012,341.559998,2870700,59373008.00,2236014.88
341.799988,338.910004,341.459991,2548300,61321709.97,3052312.64
344.070007,340.390015,340.899994,2940800,59195991.22,2432404.61
343.480011,339.869995,341.130005,2966500,58300296.26,1672684.33
343.839996,340.929993,343.369995,2754900,60165296.32,1803236.57
346.440002,344.309998,345.350006,2897100,60097305.73,1671080.33
346.209991,343.450012,343.540009,2831800,57450183.58,622833.89
345,340.51001,341.089996,2669300,55470487.18,-492518.87
345.720001,341.089996,344.25,2359500,56331730.76,-629993.05
347.25,343.540009,345.339996,2565300,56255658.71,-653165.13
345.380005,341.98999,342.429993,3032100,54010654.40,-1317585.53
346.790009,342.850006,346.609985,3146000,56869164.52,-560087.42
347.619995,345.100006,345.76001,3301900,55296849.22,-699566.94
351.190002,346.279999,349.630005,3269400,56488753.87,-313787.35
349.660004,345.540009,347.579987,3014000,56459463.17,-136762.08
351.089996,347.519989,349.799988,2682900,57203452.42,184814.12
351.269989,348.600006,349.309998,2706700,55936263.72,-103629.67
351,348.320007,349.809998,2473300,56213116.23,-124119.08
352.329987,350.209991,351.959991,2621600,57919637.61,421766.51
353.420013,351.25,352.26001,2293300,57761122.91,556304.44
352.890015,349.690002,351.190002,3085900,57568242.41,499398.48
354.470001,349.420013,353.809998,2942000,59741239.07,1122126.94
355.109985,349.390015,349.98999,2842000,57495441.13,560295.88
364.630005,355.149994,362.579987,5379900,60548573.40,1250971.09
364.25,358.850006,363.730011,3428800,63317025.15,2300666.40
364.429993,356.059998,358.019989,4424600,60964630.97,1772446.67
362.350006,355.920013,356.980011,3098800,58887518.49,734325.83
359.25,353.200012,358.350006,2475200,60626298.80,796131.42
358.950012,356.809998,358.480011,1990700,61742583.04,1104221.29
357.920013,353.670013,354.5,2863700,59997393.05,574586.58
358.720001,353.380005,354.109985,2196100,58401708.88,-202035.00
356.299988,351.880005,353.190002,2847700,57242014.68,-870370.62
354.299988,351.25,352.559998,2870600,56837313.07,-1193424.74
354.179993,349.609985,352.089996,2540000,57054081.96,-1148118.16
353.5,349.660004,350.570007,2363300,55810892.55,-1420769.54
354.320007,351.540009,354.26001,2239500,57953728.25,-721336.52
357.230011,354.130005,354.299988,2521100,55709107.80,-1083826.19
357.350006,352.920013,355.929993,2136800,56476025.83,-889568.40
358.410004,354.529999,355.549988,1728000,55656550.94,-989971.45
358.589996,354.01001,358.290009,2285600,57642739.42,-309078.97
362.679993,358.600006,361.059998,3058300,58272389.18,197909.15
362.470001,359.25,360.200012,2842300,57107243.39,16593.44
363.390015,360.600006,362.459991,2637900,57986503.67,220674.97
366.470001,360,360.470001,2976800,55442191.70,-525452.30
362.799988,359.26001,361.670013,2655800,56402507.94,-477362.63
363.299988,360.869995,361.799988,3263800,55636913.62,-657891.17
364.829987,361.769989,363.149994,3019100,55340935.07,-766110.46
366.609985,364.51001,365.519989,2921600,55229611.04,-776156.86
370.429993,365.470001,367.779999,2898400,55030932.41,-772922.97
370.839996,365.970001,367.820007,3261400,54247403.36,-950638.98
370.220001,368.26001,369.5,3670100,55221087.24,-627110.76
370.200012,367.519989,367.859985,11595000,46568042.30,-3190989.81
371.329987,367.790009,370.429993,3130900,48106959.97,-3460103.81
373.339996,368.459991,370.480011,2603700,47658801.24,-3398236.97
371.339996,366.730011,366.820007,2268400,45478968.52,-3757580.32
367.200012,362.940002,363.279999,3178600,42807745.01,-4412920.95
363.420013,359.76001,360.160004,3969400,39705959.70,-5266771.91
361.890015,357.269989,361.709991,2556200,42062949.85,-4387325.71
360.790009,357.950012,359.420013,3063900,42170839.16,-3594376.06
360.519989,354.269989,357.779999,3535400,42606411.75,-2804634.83
359.470001,356.670013,357.059998,2731700,40635659.32,-2853649.66
357.5,348.549988,350.299988,4932900,37631823.77,-3570044.34
350,345.410004,348.079987,3527600,38208206.45,-3355170.92
348.23999,342.130005,343.040009,3151700,35995317.13,-3666353.76
344.01001,339.51001,343.690002,3244600,38778451.37,-2574808.23
345.940002,342.369995,345.059998,3027300,40313297.10,-1405833.40
348.76001,341.859985,346.339996,3174700,41261101.27,-498239.34
345.899994,342.829987,345.450012,2762800,43213994.14,539718.64
349.51001,345.5,348.559998,2858600,44718131.53,1393861.65
349.600006,344.920013,348.429993,2620800,46028515.01,2033509.29
348.660004,343.019989,345.660004,2677500,45857618.33,2055942.63
348.440002,343.880005,345.089996,2804800,44541320.52,1459394.00
349.940002,345.829987,346.230011,3117800,42030425.77,283758.14
348.410004,344.149994,345.390015,2998600,40777515.08,-621633.40
344.829987,339.959991,340.890015,2977100,38937489.71,-1520971.34
342.690002,338.450012,338.660004,2741300,36467723.88,-2536446.78
340,334.350006,335.859985,3466100,34854276.54,-3234652.08
338.880005,333.48999,336.839996,2794200,35533382.93,-3010142.94
339.850006,337.769989,338.630005,2355700,35125685.94,-2774370.70
339.619995,336.549988,336.899994,2623200,33100618.61,-3070042.51
338.320007,335.459991,336.160004,2685400,31729767.13,-3348084.40
336.190002,330.579987,331.709991,3608200,29575139.16,-3843020.95
338.359985,332.179993,337.410004,2634700,31399833.28,-3115544.96
341.48999,337.5,341.329987,3066900,34220761.13,-1637141.83
345.329987,340.579987,343.75,2789700,35154591.77,-586381.54
349.390015,344.5,349.019989,3433700,38068637.63,823978.76
354.350006,349.790009,351.809998,4409100,37565826.82,1166051.92
354.029999,344.059998,346.630005,5486200,34908026.21,354322.39
346.950012,344.299988,346.170013,3062900,36167879.20,390902.41
348,344.690002,346.299988,2602400,36097098.59,347809.27
350.109985,346.880005,348.179993,3052100,35501789.89,109144.84
351.200012,348.600006,350.559998,3701100,37380774.23,599445.78
350.649994,348.809998,350.01001,2196200,38049217.80,958214.96
355.950012,351.25,354.25,3387500,38986174.85,1315996.41
357.309998,354.480011,356.790009,3572900,41246087.40,2061788.60
360,357.230011,359.859985,2822500,43783248.84,2986728.72
360.559998,358.070007,358.929993,3260000,42775107.87,2772820.39
362.609985,358.179993,361.329987,3215300,44132355.95,2865089.52
363.029999,360.25,361,2918800,42788448.61,2214766.42
362.459991,360.049988,361.799988,2110200,43742850.60,2051056.11
363.190002,361.23999,362.679993,1282000,44354258.28,1992162.87
362.640015,359.579987,361.339996,2580300,44742134.53,1910379.64
362.119995,359.209991,360.049988,2953500,43493739.50,1306035.38
361.519989,358.299988,358.690002,3141100,41113554.15,182741.45
